representation,drug_id,diazepam,alprazolam,triazolam,zolpidem,lorazepam,clonazepam,midazolam,temazepam,zopiclone,zaleplon
B_alpha1,diazepam,0.0,0.5365267208132661,0.4669394044278202,0.8751719407784541,0.6226189211609734,0.30143688813890085,0.4238082168188229,0.6478835438717001,1.0463339881772047,0.5866835014419596
B_alpha1,alprazolam,0.5365267208132661,0.0,0.3113704074125299,0.7430063613528716,0.6014344153846454,0.3638350083874478,0.4245748391012575,0.4534351404068806,0.9482343592703129,0.519084023770659
B_alpha1,triazolam,0.4669394044278202,0.3113704074125299,0.0,0.8399781375755789,0.4894015620008674,0.2867576298402624,0.3208338454852755,0.44389723257350877,0.9084012886574787,0.5794913158841859
B_alpha1,zolpidem,0.8751719407784541,0.7430063613528716,0.8399781375755789,0.0,1.041840726198315,0.8089010988089467,0.8822024822823126,0.8546170899124182,1.2499876542600206,0.6036923425424945
B_alpha1,lorazepam,0.6226189211609734,0.6014344153846454,0.4894015620008674,1.041840726198315,0.0,0.5168757044272447,0.548438518528059,0.4750568516984877,0.8502722875426219,0.74767128183381
B_alpha1,clonazepam,0.30143688813890085,0.3638350083874478,0.2867576298402624,0.8089010988089467,0.5168757044272447,0.0,0.3601422057681729,0.4939135726865082,0.8729119707289935,0.5393182710894044
B_alpha1,midazolam,0.4238082168188229,0.4245748391012575,0.3208338454852755,0.8822024822823126,0.548438518528059,0.3601422057681729,0.0,0.5673460709969279,1.0172942512177832,0.6232995215239936
B_alpha1,temazepam,0.6478835438717001,0.4534351404068806,0.44389723257350877,0.8546170899124182,0.4750568516984877,0.4939135726865082,0.5673460709969279,0.0,1.0166514874398112,0.6049181150584978
B_alpha1,zopiclone,1.0463339881772047,0.9482343592703129,0.9084012886574787,1.2499876542600206,0.8502722875426219,0.8729119707289935,1.0172942512177832,1.0166514874398112,0.0,1.1079956322060365
B_alpha1,zaleplon,0.5866835014419596,0.519084023770659,0.5794913158841859,0.6036923425424945,0.74767128183381,0.5393182710894044,0.6232995215239936,0.6049181150584978,1.1079956322060365,0.0
B_alpha2,diazepam,0.0,0.5559998223643025,0.7627112134102451,0.6138323251970282,1.049867716534908,0.8944271909999159,0.6776866969767514,0.7796802130155037,0.8335555259338245,0.8652409926191904
B_alpha2,alprazolam,0.5559998223643025,0.0,0.28974232912011777,0.829398115845401,0.7456871882472229,0.6077686369412152,0.563060420414219,0.6162410943938689,0.6226189211609733,1.084571941503327
B_alpha2,triazolam,0.7627112134102451,0.28974232912011777,0.0,0.9430708966187975,0.611817773241609,0.5604231205741552,0.5648117789839481,0.6257834595701657,0.725888132047159,1.2220201853215573
B_alpha2,zolpidem,0.6138323251970282,0.829398115845401,0.9430708966187975,0.0,1.0486911301330593,1.0108058147150365,0.7473409653688994,0.8866638819226668,0.9982701086762756,0.7726817178094981
B_alpha2,lorazepam,1.049867716534908,0.7456871882472229,0.611817773241609,1.0486911301330593,0.0,0.43997755273829625,0.7489910909490096,0.6995589439420975,0.8517230176327466,1.4159584286287992
B_alpha2,clonazepam,0.8944271909999159,0.6077686369412152,0.5604231205741552,1.0108058147150365,0.43997755273829625,0.0,0.7685162873684703,0.7380320846851384,0.7272474743090476,1.3094150989027766
B_alpha2,midazolam,0.6776866969767514,0.563060420414219,0.5648117789839481,0.7473409653688994,0.7489910909490096,0.7685162873684703,0.0,0.5892032703805712,0.9456854591534761,1.0275224908175016
B_alpha2,temazepam,0.7796802130155037,0.6162410943938689,0.6257834595701657,0.8866638819226668,0.6995589439420975,0.7380320846851384,0.5892032703805712,0.0,0.7403702777314526,1.1844673752210158
B_alpha2,zopiclone,0.8335555259338245,0.6226189211609733,0.725888132047159,0.9982701086762756,0.8517230176327466,0.7272474743090476,0.9456854591534761,0.7403702777314526,0.0,1.1886292551392295
B_alpha2,zaleplon,0.8652409926191904,1.084571941503327,1.2220201853215573,0.7726817178094981,1.4159584286287992,1.3094150989027766,1.0275224908175016,1.1844673752210158,1.1886292551392295,0.0
E,diazepam,0.0,0.7726556313234068,0.8942934655185265,1.0689789751827283,1.2206049906541743,0.94385602584868,0.7992951043903682,1.0137328647072927,1.3377703949593254,1.0453896432301402
E,alprazolam,0.7726556313234068,0.0,0.4253259313705143,1.1135347716073958,0.9580045609103953,0.7083492284019774,0.7051955977137804,0.765085951364656,1.1343732723792619,1.2023911676448036
E,triazolam,0.8942934655185265,0.4253259313705143,0.0,1.2629117101580463,0.7834761493135638,0.6295268162244393,0.6495742467862176,0.7672350952335436,1.1628011358273957,1.3524583241336936
E,zolpidem,1.0689789751827283,1.1135347716073958,1.2629117101580463,0.0,1.4782371884055636,1.2946232589892899,1.1562005614354254,1.2314800891108808,1.599691328250238,0.9805516210182316
E,lorazepam,1.2206049906541743,0.9580045609103953,0.7834761493135638,1.4782371884055636,0.0,0.678778859968945,0.9283170056215924,0.8456132262417976,1.203492859026756,1.601234091969051
E,clonazepam,0.94385602584868,0.7083492284019774,0.6295268162244393,1.2946232589892899,0.678778859968945,0.0,0.8487164970272358,0.888055164563915,1.1361620472145968,1.4161327970093174
E,midazolam,0.7992951043903682,0.7051955977137804,0.6495742467862176,1.1562005614354254,0.9283170056215924,0.8487164970272358,0.0,0.8179499117322598,1.388959531885314,1.2017923126180505
E,temazepam,1.0137328647072927,0.765085951364656,0.7672350952335436,1.2314800891108808,0.8456132262417976,0.888055164563915,0.8179499117322598,0.0,1.2576678397183132,1.3299958228840003
E,zopiclone,1.3377703949593254,1.1343732723792619,1.1628011358273957,1.599691328250238,1.203492859026756,1.1361620472145968,1.388959531885314,1.2576678397183132,0.0,1.6249596386250624
E,zaleplon,1.0453896432301402,1.2023911676448036,1.3524583241336936,0.9805516210182316,1.601234091969051,1.4161327970093174,1.2017923126180505,1.3299958228840003,1.6249596386250624,0.0
